File_Name,Black_Hair,Blond_Hair,Brown_Hair,Gray_Hair,Straight_Hair,Wavy_Hair
145613.png,-1,-1,-1,1,1,-1
145614.png,-1,-1,-1,-1,-1,1
145616.png,-1,-1,-1,1,-1,-1
145617.png,1,-1,-1,-1,-1,-1
145621.png,1,-1,-1,-1,-1,-1
145634.png,1,-1,1,-1,-1,-1
145637.png,1,-1,-1,-1,-1,-1
145638.png,-1,-1,1,-1,-1,-1
145644.png,-1,-1,-1,-1,-1,1
145651.png,-1,-1,-1,-1,-1,1
145652.png,1,-1,-1,-1,1,-1
145654.png,-1,-1,1,-1,-1,-1
145657.png,1,-1,-1,-1,-1,-1
145658.png,-1,-1,-1,-1,1,-1
145663.png,1,-1,-1,-1,-1,-1
145666.png,-1,-1,1,-1,-1,1
145668.png,1,-1,-1,-1,-1,-1
145669.png,-1,-1,-1,-1,1,-1
145675.png,-1,1,-1,-1,-1,-1
145677.png,1,-1,-1,-1,-1,-1
145678.png,-1,-1,1,-1,-1,-1
145679.png,-1,-1,-1,1,-1,-1
145682.png,1,-1,-1,-1,-1,-1
145685.png,-1,-1,1,-1,-1,-1
145686.png,-1,-1,-1,1,-1,-1
145687.png,1,-1,-1,-1,-1,-1
145689.png,-1,-1,1,-1,-1,1
145691.png,-1,-1,1,-1,-1,-1
145695.png,-1,-1,-1,1,1,-1
145696.png,-1,-1,-1,-1,-1,1
145700.png,1,-1,-1,-1,-1,-1
145704.png,1,-1,-1,-1,1,-1
145708.png,-1,-1,1,-1,-1,-1
145711.png,-1,-1,1,-1,-1,-1
145714.png,-1,-1,1,-1,-1,-1
145720.png,1,-1,-1,-1,-1,-1
145723.png,-1,-1,1,-1,-1,-1
145730.png,-1,-1,-1,-1,-1,1
145735.png,1,-1,-1,-1,1,-1
145736.png,1,-1,-1,-1,-1,-1
145737.png,-1,1,-1,-1,-1,1
145738.png,1,-1,-1,-1,1,-1
145739.png,-1,-1,1,-1,1,-1
145741.png,-1,-1,1,-1,-1,1
145750.png,-1,-1,1,-1,-1,-1
145761.png,1,-1,-1,-1,1,-1
145762.png,-1,-1,-1,1,-1,-1
145765.png,-1,-1,-1,1,-1,-1
145776.png,-1,-1,1,-1,-1,-1
145778.png,-1,-1,-1,-1,-1,1
145779.png,1,-1,-1,-1,1,-1
145783.png,1,-1,-1,-1,1,-1
145785.png,1,-1,1,-1,-1,-1
145787.png,-1,-1,1,-1,-1,-1
145788.png,-1,-1,-1,-1,1,-1
145802.png,1,-1,-1,-1,-1,-1
145805.png,1,-1,1,-1,-1,-1
145808.png,1,-1,-1,-1,1,-1
145811.png,-1,1,-1,-1,-1,1
145817.png,1,-1,-1,-1,1,-1
145818.png,-1,-1,-1,-1,-1,1
145822.png,-1,-1,1,-1,-1,1
145825.png,1,-1,-1,-1,-1,-1
145826.png,-1,-1,1,-1,-1,-1
145829.png,1,-1,-1,-1,-1,-1
145832.png,1,-1,-1,-1,1,-1
145838.png,-1,-1,1,-1,-1,1
145842.png,1,-1,-1,-1,1,-1
145847.png,-1,-1,-1,1,-1,-1
145849.png,-1,-1,1,-1,-1,1
145850.png,-1,-1,-1,-1,1,-1
145853.png,1,-1,-1,-1,1,-1
145854.png,-1,1,-1,-1,1,-1
145860.png,-1,-1,1,-1,-1,-1
145863.png,1,-1,-1,-1,-1,-1
145865.png,-1,-1,1,-1,1,-1
145870.png,-1,-1,-1,-1,1,-1
145877.png,-1,-1,-1,1,-1,-1
145878.png,1,-1,-1,-1,-1,-1
145882.png,-1,-1,-1,-1,1,-1
145887.png,1,-1,-1,-1,-1,-1
145888.png,-1,-1,-1,1,-1,-1
145891.png,-1,-1,-1,-1,-1,1
145892.png,1,-1,-1,-1,-1,-1
145897.png,-1,-1,-1,1,1,-1
145902.png,-1,-1,-1,-1,1,-1
145905.png,1,-1,-1,-1,-1,-1
145910.png,-1,1,-1,-1,1,-1
145915.png,-1,-1,-1,-1,-1,1
145921.png,1,-1,-1,-1,-1,-1
145927.png,-1,-1,1,-1,-1,-1
145928.png,-1,-1,1,-1,-1,-1
145931.png,1,-1,-1,-1,-1,-1
145932.png,-1,-1,-1,1,1,-1
145935.png,-1,-1,-1,-1,1,-1
145942.png,1,-1,-1,-1,1,-1
145943.png,-1,-1,-1,1,-1,1
145946.png,-1,-1,1,-1,-1,-1
145948.png,-1,-1,-1,-1,1,-1
145949.png,-1,-1,-1,-1,1,-1
145951.png,-1,-1,1,-1,-1,1
145955.png,-1,-1,-1,-1,1,-1
145956.png,-1,-1,-1,1,1,-1
145962.png,1,-1,-1,-1,-1,-1
145964.png,-1,-1,1,-1,-1,-1
145965.png,-1,-1,1,-1,-1,1
145968.png,-1,-1,-1,-1,1,-1
145970.png,-1,-1,-1,-1,1,-1
145973.png,-1,-1,-1,-1,1,-1
145982.png,1,-1,-1,-1,-1,1
145986.png,1,-1,-1,-1,-1,1
145987.png,1,-1,-1,-1,1,-1
145992.png,-1,-1,1,-1,1,-1
145996.png,-1,-1,-1,-1,-1,1
145997.png,1,-1,-1,-1,-1,-1
146003.png,1,-1,-1,-1,-1,1
146005.png,-1,-1,-1,1,-1,-1
146006.png,-1,-1,-1,-1,-1,1
146008.png,-1,-1,-1,-1,-1,1
146010.png,-1,1,-1,-1,1,-1
146013.png,-1,1,-1,-1,1,-1
146017.png,-1,-1,-1,1,1,-1
146019.png,1,-1,-1,-1,1,-1
146020.png,1,-1,-1,-1,1,-1
146023.png,-1,-1,1,-1,-1,-1
146024.png,1,-1,-1,-1,1,-1
146026.png,1,-1,-1,-1,-1,1
146028.png,1,-1,-1,-1,-1,-1
146030.png,-1,-1,-1,1,-1,-1
146031.png,1,-1,-1,-1,-1,-1
146033.png,1,-1,-1,-1,-1,-1
146040.png,-1,-1,1,-1,-1,-1
146042.png,-1,-1,1,-1,-1,-1
146048.png,-1,-1,-1,-1,1,-1
146051.png,1,-1,-1,-1,1,-1
146052.png,-1,-1,1,-1,1,-1
146056.png,1,-1,-1,-1,-1,1
146064.png,1,-1,-1,-1,1,-1
146072.png,1,-1,-1,-1,1,-1
146073.png,1,-1,-1,-1,1,-1
146086.png,-1,-1,1,-1,-1,-1
146090.png,1,-1,-1,-1,-1,-1
146092.png,-1,-1,-1,1,-1,-1
146094.png,-1,-1,1,-1,-1,1
146096.png,1,-1,-1,-1,-1,-1
146108.png,1,-1,-1,-1,-1,1
146120.png,1,-1,-1,-1,-1,-1
146128.png,1,-1,-1,-1,1,-1
146137.png,-1,1,-1,-1,-1,-1
146142.png,-1,1,-1,-1,-1,-1
146147.png,-1,-1,1,-1,1,-1
146149.png,-1,-1,-1,1,-1,-1
146151.png,1,-1,-1,-1,-1,-1
146153.png,-1,-1,-1,-1,-1,1
146155.png,1,-1,-1,-1,1,-1
146165.png,1,-1,-1,-1,-1,1
146166.png,1,-1,-1,-1,-1,-1
146171.png,1,-1,-1,-1,-1,-1
146172.png,1,-1,-1,-1,-1,1
146173.png,-1,-1,-1,-1,-1,1
146175.png,1,-1,-1,-1,1,-1
146178.png,-1,1,-1,-1,1,-1
146179.png,-1,-1,-1,1,1,-1
146184.png,-1,-1,1,-1,1,-1
146186.png,1,-1,-1,-1,-1,-1
146190.png,-1,-1,-1,-1,1,-1
146193.png,-1,-1,-1,-1,1,-1
146197.png,-1,-1,-1,1,-1,-1
146198.png,1,-1,-1,-1,1,-1
146209.png,1,-1,-1,-1,-1,-1
146216.png,-1,-1,-1,1,-1,-1
146217.png,1,-1,-1,-1,-1,1
146223.png,-1,-1,1,-1,-1,-1
146240.png,1,-1,-1,-1,-1,-1
146252.png,-1,-1,1,-1,-1,-1
146253.png,-1,-1,1,-1,1,-1
146263.png,-1,-1,1,-1,-1,-1
146265.png,1,-1,-1,-1,-1,-1
146268.png,1,-1,-1,-1,-1,-1
146271.png,-1,-1,-1,1,-1,-1
146275.png,1,-1,-1,-1,1,-1
146276.png,1,-1,-1,-1,-1,-1
146277.png,-1,-1,1,-1,-1,-1
146283.png,1,-1,-1,-1,-1,-1
146285.png,-1,-1,1,-1,-1,-1
146287.png,-1,-1,-1,1,-1,1
146293.png,-1,-1,-1,-1,1,-1
146299.png,-1,-1,-1,1,-1,-1
146300.png,-1,-1,1,-1,-1,-1
146304.png,1,-1,-1,-1,-1,-1
146314.png,-1,-1,1,-1,-1,-1
146315.png,1,-1,-1,-1,-1,-1
146318.png,1,-1,-1,-1,-1,-1
146327.png,-1,-1,1,-1,-1,-1
146329.png,-1,-1,1,-1,-1,-1
146336.png,-1,1,-1,1,-1,-1
146337.png,-1,-1,-1,1,-1,-1
146341.png,1,-1,-1,-1,-1,-1
146342.png,1,-1,-1,-1,1,-1
146343.png,1,-1,-1,-1,-1,1
146345.png,-1,-1,1,-1,1,-1
146348.png,-1,-1,-1,-1,1,-1
146358.png,1,-1,-1,-1,1,-1
146361.png,1,-1,-1,-1,1,-1
146367.png,1,-1,-1,-1,-1,1
146369.png,-1,-1,-1,-1,1,-1
146371.png,-1,-1,-1,-1,1,-1
146373.png,-1,-1,-1,1,-1,-1
146375.png,-1,-1,-1,1,1,-1
146377.png,1,-1,-1,-1,-1,1
146378.png,1,-1,-1,-1,1,-1
146379.png,-1,-1,1,-1,1,-1
146382.png,-1,-1,1,-1,-1,-1
146383.png,-1,-1,-1,1,-1,-1
146387.png,-1,-1,1,-1,-1,-1
146390.png,-1,-1,-1,-1,1,-1
146391.png,1,-1,-1,-1,1,1
146393.png,-1,-1,1,-1,1,-1
146394.png,1,-1,-1,-1,-1,-1
146400.png,1,-1,1,-1,-1,1
146404.png,-1,-1,-1,1,-1,-1
146406.png,1,-1,-1,-1,-1,-1
146409.png,-1,-1,-1,-1,-1,1
146410.png,-1,-1,-1,1,-1,-1
146411.png,-1,-1,-1,1,-1,-1
146412.png,1,-1,-1,-1,-1,-1
146416.png,1,-1,-1,-1,1,-1
146419.png,1,-1,-1,-1,-1,1
146421.png,-1,1,-1,-1,-1,-1
146422.png,-1,-1,-1,1,-1,-1
146436.png,-1,1,-1,-1,-1,-1
146438.png,-1,-1,1,-1,-1,-1
146443.png,-1,-1,-1,1,-1,-1
146444.png,1,-1,-1,-1,1,-1
146445.png,-1,-1,1,-1,-1,1
146446.png,-1,-1,-1,1,1,-1
146452.png,-1,-1,-1,-1,1,-1
146460.png,-1,-1,-1,-1,1,-1
146461.png,1,-1,-1,-1,-1,-1
146462.png,-1,-1,-1,1,-1,-1
146466.png,1,-1,-1,-1,1,-1
146471.png,1,-1,-1,-1,-1,-1
146472.png,-1,-1,1,-1,1,-1
146473.png,1,-1,-1,-1,1,-1
146475.png,1,-1,-1,-1,-1,1
146476.png,1,-1,-1,-1,-1,-1
146479.png,-1,-1,-1,-1,1,-1
146481.png,-1,-1,-1,-1,-1,1
146484.png,-1,-1,-1,-1,1,-1
146486.png,1,-1,-1,-1,1,-1
146492.png,-1,-1,-1,-1,-1,1
146499.png,-1,-1,-1,-1,-1,1
146503.png,-1,-1,-1,-1,-1,1
146506.png,-1,-1,1,-1,-1,1
146507.png,1,-1,-1,-1,-1,-1
146513.png,-1,-1,1,-1,-1,1
146516.png,-1,-1,1,-1,-1,-1
146519.png,-1,-1,-1,1,-1,-1
146521.png,1,-1,-1,-1,1,-1
146522.png,1,-1,-1,-1,-1,-1
146523.png,1,-1,-1,-1,1,-1
146524.png,1,-1,-1,-1,1,-1
146530.png,-1,-1,-1,1,1,-1
146531.png,-1,-1,-1,1,1,-1
146534.png,-1,-1,-1,1,-1,1
146544.png,1,-1,-1,-1,-1,-1
146546.png,-1,-1,-1,-1,-1,1
146549.png,1,-1,-1,-1,1,-1
146555.png,-1,-1,-1,1,-1,-1
146556.png,1,-1,-1,-1,-1,-1
146559.png,1,-1,-1,-1,1,-1
146560.png,-1,-1,1,-1,-1,-1
146565.png,-1,-1,1,-1,-1,-1
146568.png,1,-1,-1,-1,1,-1
146579.png,-1,-1,1,-1,-1,1
146581.png,-1,-1,-1,1,-1,-1
146582.png,-1,-1,-1,-1,1,-1
146584.png,1,-1,-1,-1,1,-1
146585.png,-1,-1,1,-1,-1,1
146590.png,-1,-1,1,-1,-1,1
146593.png,-1,-1,1,-1,1,-1
146594.png,-1,-1,-1,-1,1,-1
146600.png,1,-1,-1,-1,-1,-1
146604.png,-1,-1,-1,-1,1,-1
146608.png,1,-1,-1,-1,-1,-1
146610.png,-1,-1,-1,-1,1,-1
146613.png,-1,-1,1,-1,-1,1
146620.png,1,-1,-1,-1,-1,-1
146623.png,-1,-1,-1,-1,-1,1
146628.png,1,-1,-1,-1,1,-1
146630.png,1,-1,-1,-1,-1,-1
146635.png,1,-1,-1,-1,1,-1
146636.png,-1,-1,-1,1,-1,-1
146638.png,-1,-1,-1,-1,-1,1
146641.png,-1,-1,-1,-1,-1,1
146644.png,1,-1,-1,-1,1,-1
146645.png,1,-1,-1,-1,-1,-1
146647.png,1,-1,-1,-1,1,-1
146648.png,-1,-1,1,-1,-1,-1
146656.png,1,-1,-1,-1,1,-1
146658.png,1,-1,-1,-1,1,-1
146661.png,-1,-1,1,-1,-1,-1
146662.png,1,-1,-1,-1,-1,-1
146664.png,-1,-1,-1,-1,1,-1
146665.png,1,-1,-1,-1,-1,-1
146667.png,-1,-1,1,-1,-1,-1
146678.png,1,-1,-1,-1,-1,-1
146681.png,-1,1,-1,-1,-1,-1
146686.png,1,-1,-1,-1,1,-1
146690.png,1,-1,-1,-1,-1,1
146697.png,-1,-1,-1,-1,1,-1
146700.png,-1,-1,-1,-1,1,-1
146706.png,1,-1,-1,-1,-1,-1
146711.png,-1,-1,1,-1,-1,1
146716.png,1,-1,-1,-1,-1,-1
146717.png,-1,1,-1,1,-1,-1
146723.png,-1,-1,-1,1,-1,-1
146724.png,-1,-1,-1,1,1,-1
146725.png,1,-1,-1,-1,-1,1
146729.png,1,-1,-1,-1,-1,-1
146733.png,-1,-1,1,-1,1,-1
146735.png,-1,-1,-1,-1,1,-1
146741.png,1,-1,-1,-1,-1,-1
146742.png,-1,-1,-1,1,1,-1
146744.png,-1,-1,1,-1,-1,1
146745.png,-1,1,-1,-1,1,-1
146754.png,1,-1,-1,-1,1,-1
146759.png,1,-1,-1,-1,-1,-1
146760.png,-1,-1,1,-1,-1,1
146761.png,-1,-1,-1,-1,-1,1
146764.png,-1,-1,-1,1,-1,-1
146766.png,-1,-1,-1,-1,1,-1
146770.png,1,-1,-1,-1,1,-1
146771.png,1,-1,-1,-1,-1,-1
146775.png,-1,-1,-1,-1,-1,1
146777.png,-1,-1,1,-1,-1,1
146779.png,-1,-1,-1,-1,1,-1
146787.png,-1,-1,1,-1,-1,-1
146788.png,1,-1,-1,-1,-1,1
146792.png,1,-1,-1,-1,-1,1
146798.png,1,-1,-1,-1,-1,-1
146801.png,1,-1,-1,-1,-1,-1
146805.png,-1,-1,-1,-1,-1,1
146808.png,1,-1,-1,-1,1,-1
146811.png,-1,-1,1,-1,-1,-1
146813.png,1,-1,1,-1,-1,-1
146819.png,1,-1,-1,-1,1,-1
146822.png,1,-1,-1,-1,-1,-1
146824.png,1,-1,-1,-1,-1,-1
146828.png,1,-1,-1,-1,-1,-1
146829.png,-1,-1,1,-1,1,-1
146830.png,-1,-1,-1,-1,-1,1
146831.png,1,-1,-1,-1,-1,-1
146832.png,1,-1,-1,-1,1,-1
146835.png,-1,-1,-1,1,-1,-1
146838.png,1,-1,-1,-1,1,-1
146840.png,1,-1,-1,-1,1,-1
146842.png,-1,-1,1,-1,-1,-1
146844.png,-1,-1,-1,1,-1,-1
146846.png,1,-1,-1,-1,-1,-1
146847.png,-1,-1,1,-1,1,-1
146851.png,1,-1,-1,-1,-1,-1
146852.png,1,-1,-1,-1,1,-1
146853.png,1,-1,-1,-1,1,-1
146854.png,-1,-1,-1,1,1,-1
146857.png,-1,-1,1,-1,-1,-1
146861.png,-1,-1,-1,1,-1,-1
146863.png,1,-1,-1,-1,1,-1
146865.png,-1,-1,-1,-1,1,-1
146866.png,-1,-1,-1,-1,-1,1
146868.png,-1,-1,1,-1,-1,-1
146875.png,-1,-1,-1,1,-1,-1
146878.png,-1,-1,1,-1,-1,1
146883.png,1,-1,-1,-1,-1,-1
146889.png,1,-1,-1,-1,-1,1
146890.png,1,-1,-1,-1,1,-1
146893.png,1,-1,-1,-1,-1,1
146894.png,-1,-1,1,-1,-1,-1
146895.png,1,-1,-1,-1,-1,1
146896.png,1,-1,-1,-1,-1,-1
146900.png,1,-1,-1,-1,-1,-1
146902.png,-1,-1,-1,-1,1,-1
146909.png,-1,-1,-1,1,1,-1
146910.png,-1,-1,-1,-1,-1,1
146913.png,-1,-1,-1,1,-1,1
146917.png,1,-1,-1,-1,-1,-1
146921.png,1,-1,-1,-1,-1,-1
146923.png,-1,1,1,-1,-1,1
146929.png,1,-1,-1,-1,-1,1
146930.png,-1,1,-1,-1,-1,1
146934.png,1,-1,-1,-1,-1,-1
146935.png,1,-1,-1,-1,-1,1
146940.png,1,-1,-1,-1,1,-1
146943.png,-1,-1,1,-1,1,-1
146947.png,-1,-1,-1,-1,1,-1
146954.png,-1,-1,1,-1,-1,-1
146962.png,-1,-1,1,-1,1,-1
146963.png,-1,-1,1,-1,-1,1
146965.png,-1,-1,-1,-1,1,-1
146966.png,-1,-1,-1,1,-1,-1
146967.png,1,-1,-1,-1,1,-1
146971.png,-1,-1,1,-1,-1,-1
146973.png,1,-1,1,-1,-1,-1
146974.png,1,-1,-1,-1,-1,-1
146975.png,-1,-1,1,-1,1,-1
146980.png,1,-1,-1,-1,1,-1
146989.png,-1,-1,1,-1,-1,-1
146992.png,-1,-1,-1,-1,-1,1
146993.png,-1,1,-1,-1,1,-1
146998.png,-1,-1,-1,1,-1,-1
147000.png,1,-1,-1,-1,-1,-1
147001.png,1,-1,-1,-1,-1,-1
147007.png,-1,-1,-1,-1,1,-1
147008.png,-1,-1,1,-1,-1,1
147010.png,1,-1,-1,-1,-1,-1
147018.png,-1,-1,-1,-1,-1,1
147026.png,-1,1,-1,-1,-1,-1
147029.png,1,-1,-1,-1,-1,-1
147030.png,1,-1,-1,-1,1,-1
147031.png,1,-1,-1,-1,-1,-1
147032.png,-1,-1,-1,1,-1,-1
147035.png,-1,-1,1,-1,-1,1
147036.png,1,-1,-1,-1,-1,-1
147039.png,-1,-1,-1,1,-1,-1
147045.png,1,-1,-1,-1,1,-1
147051.png,1,-1,-1,-1,-1,-1
147053.png,1,-1,-1,-1,1,-1
147054.png,-1,-1,-1,-1,1,-1
147055.png,-1,-1,-1,-1,1,-1
147062.png,1,-1,-1,-1,1,-1
147065.png,-1,-1,1,-1,-1,-1
147070.png,-1,-1,1,-1,-1,-1
147073.png,1,-1,-1,-1,1,-1
147077.png,1,-1,-1,-1,-1,-1
147078.png,1,-1,-1,-1,-1,-1
147079.png,-1,-1,-1,-1,-1,1
147084.png,1,-1,-1,-1,-1,-1
147089.png,1,-1,-1,-1,-1,-1
147093.png,-1,-1,-1,1,-1,-1
147095.png,1,-1,-1,-1,-1,-1
147096.png,1,-1,-1,-1,-1,1
147106.png,1,-1,-1,-1,-1,-1
147114.png,1,-1,-1,-1,-1,-1
147118.png,-1,-1,1,-1,-1,-1
147120.png,1,-1,-1,-1,-1,-1
147127.png,1,-1,-1,-1,1,-1
147134.png,-1,-1,-1,-1,-1,1
147139.png,1,-1,-1,-1,-1,-1
147140.png,-1,-1,1,-1,-1,-1
147143.png,1,-1,-1,-1,1,-1
147144.png,1,-1,-1,-1,-1,-1
147145.png,1,-1,-1,-1,-1,-1
147153.png,1,-1,-1,-1,1,-1
147156.png,-1,-1,1,-1,-1,1
147158.png,-1,-1,-1,1,-1,-1
147159.png,1,-1,1,-1,1,-1
147162.png,1,-1,-1,-1,-1,-1
147163.png,-1,-1,-1,-1,1,-1
147165.png,1,-1,-1,-1,1,-1
147169.png,1,-1,-1,-1,-1,-1
147172.png,1,-1,-1,-1,1,-1
147175.png,1,-1,-1,-1,1,-1
147183.png,1,-1,-1,-1,-1,-1
147190.png,-1,-1,-1,-1,1,-1
147197.png,-1,-1,-1,-1,1,-1
147214.png,1,-1,-1,-1,1,-1
147217.png,1,-1,-1,-1,1,-1
147218.png,1,-1,-1,-1,-1,-1
147219.png,1,-1,-1,-1,1,-1
147221.png,-1,-1,1,-1,-1,1
147225.png,1,-1,-1,-1,1,-1
147229.png,-1,-1,1,-1,-1,1
147230.png,1,-1,-1,-1,1,-1
147231.png,-1,-1,-1,-1,1,-1
147235.png,1,-1,-1,-1,-1,-1
147237.png,-1,-1,-1,1,-1,-1
147239.png,-1,-1,-1,-1,-1,1
147244.png,1,-1,-1,-1,-1,-1
147245.png,1,-1,-1,-1,1,-1
147246.png,1,-1,-1,-1,1,-1
147247.png,1,-1,-1,-1,-1,-1
147250.png,1,-1,-1,-1,-1,-1
147251.png,-1,-1,-1,1,1,-1
147252.png,-1,-1,-1,-1,1,-1
147254.png,1,-1,-1,-1,-1,-1
147256.png,1,-1,-1,-1,1,-1
147257.png,1,-1,-1,-1,1,-1
147263.png,-1,-1,-1,-1,-1,1
147264.png,-1,-1,1,-1,-1,-1
147265.png,-1,1,-1,-1,-1,-1
147267.png,-1,-1,1,-1,1,-1
147271.png,-1,-1,-1,-1,1,-1
147273.png,-1,-1,-1,1,-1,-1
147281.png,1,-1,-1,-1,1,-1
147282.png,-1,-1,-1,-1,1,-1
147291.png,-1,-1,-1,-1,-1,1
147292.png,1,-1,-1,-1,-1,-1
147294.png,1,-1,-1,-1,-1,-1
147298.png,-1,-1,-1,1,-1,-1
147308.png,1,-1,-1,-1,1,-1
147309.png,-1,-1,-1,-1,1,-1
147310.png,-1,-1,1,-1,-1,1
147319.png,1,-1,-1,-1,-1,-1
147320.png,1,-1,-1,-1,-1,-1
147324.png,-1,-1,-1,-1,1,-1
147328.png,-1,-1,-1,-1,1,-1
147334.png,-1,1,-1,-1,-1,-1
147339.png,1,-1,-1,-1,-1,-1
147349.png,1,-1,-1,-1,-1,-1
147351.png,1,-1,-1,-1,-1,-1
147356.png,1,-1,-1,-1,-1,1
147362.png,-1,-1,-1,-1,-1,1
147365.png,1,-1,-1,-1,-1,-1
147367.png,-1,-1,-1,-1,1,-1
147369.png,-1,-1,1,-1,1,-1
147373.png,-1,-1,1,-1,-1,-1
147374.png,-1,-1,1,-1,-1,-1
147375.png,-1,-1,1,-1,-1,-1
147376.png,1,-1,-1,-1,1,-1
147379.png,-1,-1,1,-1,-1,1
147383.png,-1,-1,1,-1,-1,-1
147385.png,-1,-1,-1,1,-1,-1
147391.png,1,-1,-1,-1,-1,-1
147393.png,-1,-1,-1,1,-1,-1
147395.png,-1,-1,1,-1,-1,-1
147400.png,-1,-1,-1,1,-1,-1
147402.png,-1,-1,-1,1,1,-1
147403.png,1,-1,-1,-1,-1,-1
147405.png,-1,-1,-1,1,-1,-1
147409.png,-1,-1,-1,1,1,-1
147417.png,-1,-1,1,-1,-1,-1
147430.png,-1,1,-1,-1,1,-1
147431.png,1,-1,-1,-1,1,-1
147432.png,-1,-1,1,-1,-1,-1
147437.png,-1,-1,-1,1,-1,-1
147438.png,-1,-1,1,-1,-1,1
147440.png,1,-1,-1,-1,1,-1
147441.png,-1,-1,-1,1,-1,1
147446.png,1,-1,-1,-1,-1,-1
147447.png,1,-1,-1,-1,1,-1
147449.png,-1,-1,1,-1,-1,1
147451.png,1,-1,-1,-1,1,-1
147454.png,1,-1,-1,-1,1,-1
147465.png,1,-1,-1,-1,1,-1
147468.png,-1,-1,-1,1,-1,-1
147472.png,1,-1,-1,-1,-1,1
147473.png,-1,-1,1,-1,-1,1
147475.png,-1,-1,1,-1,-1,1
147477.png,-1,-1,-1,1,1,-1
147478.png,-1,-1,1,-1,-1,1
147479.png,1,-1,-1,-1,-1,-1
147482.png,-1,-1,1,-1,-1,-1
147490.png,-1,-1,-1,-1,-1,1
147492.png,1,-1,-1,-1,1,-1
147494.png,-1,-1,-1,-1,1,-1
147498.png,-1,-1,1,-1,-1,-1
147504.png,1,-1,-1,-1,1,-1
147508.png,-1,-1,1,-1,-1,-1
147510.png,1,-1,-1,-1,1,-1
147514.png,-1,-1,1,-1,-1,-1
147515.png,-1,-1,-1,-1,1,-1
147518.png,1,-1,-1,-1,-1,-1
147520.png,1,-1,-1,-1,-1,-1
147521.png,1,-1,-1,-1,-1,-1
147526.png,1,-1,-1,-1,-1,1
147527.png,-1,-1,-1,-1,-1,1
147530.png,-1,-1,-1,-1,1,-1
147532.png,-1,-1,-1,1,-1,-1
147533.png,-1,-1,-1,-1,-1,1
147538.png,1,-1,-1,-1,1,-1
147540.png,-1,-1,-1,-1,-1,1
147541.png,1,-1,-1,-1,1,-1
147545.png,1,-1,-1,-1,-1,1
147546.png,-1,-1,1,-1,-1,1
147556.png,1,-1,-1,-1,-1,-1
147568.png,1,-1,-1,-1,-1,-1
147573.png,-1,-1,1,-1,1,-1
147576.png,-1,-1,1,-1,-1,-1
147580.png,-1,-1,1,-1,-1,1
147583.png,-1,-1,1,-1,-1,1
147584.png,1,-1,-1,-1,1,-1
147590.png,-1,-1,-1,1,1,-1
147594.png,1,-1,-1,-1,-1,-1
147597.png,1,-1,-1,-1,1,-1
147598.png,-1,-1,-1,-1,1,-1
147604.png,-1,1,-1,1,1,-1
147605.png,-1,-1,1,-1,-1,-1
147606.png,1,-1,-1,-1,-1,1
147610.png,-1,-1,-1,1,-1,-1
147612.png,-1,-1,-1,-1,-1,1
147620.png,1,-1,-1,-1,-1,-1
147622.png,-1,-1,-1,1,1,-1
147631.png,-1,-1,-1,-1,-1,1
147633.png,1,-1,-1,-1,1,-1
147635.png,1,-1,-1,-1,-1,-1
147638.png,-1,-1,1,-1,-1,-1
147640.png,-1,-1,-1,1,1,-1
147642.png,1,-1,-1,-1,-1,1
147646.png,-1,-1,1,-1,-1,-1
147647.png,-1,-1,-1,1,1,-1
147650.png,-1,-1,1,-1,-1,1
147656.png,1,-1,-1,-1,1,-1
147658.png,-1,-1,-1,1,-1,-1
147660.png,-1,-1,-1,-1,1,-1
147661.png,1,-1,-1,-1,-1,-1
147663.png,1,-1,-1,-1,-1,-1
147665.png,-1,-1,1,-1,1,-1
147668.png,1,-1,-1,-1,-1,-1
147669.png,1,-1,-1,-1,1,-1
147671.png,-1,-1,1,-1,-1,-1
147677.png,-1,-1,1,-1,-1,1
147688.png,1,-1,-1,-1,1,-1
147690.png,1,-1,-1,-1,-1,-1
147697.png,1,-1,-1,-1,1,-1
147699.png,-1,-1,-1,-1,-1,1
147702.png,-1,-1,1,-1,-1,-1
147706.png,-1,-1,-1,-1,1,-1
147712.png,-1,-1,-1,1,-1,-1
147713.png,-1,-1,-1,-1,1,-1
147714.png,-1,-1,1,-1,-1,1
147728.png,-1,-1,-1,1,-1,-1
147731.png,-1,-1,-1,-1,-1,1
147732.png,1,-1,-1,-1,1,-1
147737.png,-1,-1,-1,1,-1,-1
147741.png,-1,-1,1,-1,1,-1
147743.png,1,-1,-1,-1,1,-1
147745.png,-1,-1,1,-1,-1,-1
147747.png,-1,-1,-1,1,-1,-1
147748.png,-1,-1,-1,-1,-1,1
147749.png,1,-1,-1,-1,-1,-1
147750.png,-1,-1,1,-1,-1,1
147751.png,-1,-1,-1,-1,1,-1
147758.png,-1,-1,1,-1,-1,1
147759.png,-1,-1,1,-1,-1,-1
147762.png,-1,-1,-1,-1,1,-1
147768.png,-1,-1,1,-1,-1,-1
147769.png,-1,-1,1,-1,-1,1
147770.png,-1,-1,1,-1,-1,1
147772.png,-1,-1,-1,1,-1,-1
147776.png,1,-1,-1,-1,-1,-1
147791.png,-1,-1,-1,1,-1,-1
147795.png,-1,-1,-1,-1,1,-1
147797.png,1,-1,-1,-1,1,-1
147799.png,-1,-1,-1,1,1,-1
147800.png,-1,-1,-1,1,-1,-1
